latency_ms
131.666700
133.742700
83.589900
71.782600
73.829300
70.885400
73.536400
73.492300
70.902000
74.343800
72.649800
82.084800
73.081700
214.986400
70.200900
72.303400
75.163400
71.899400
71.269800
70.400800
72.721400
76.612300
74.133200
82.760500
71.758400
71.660100
77.782400
71.488200
209.813800
73.056300
71.986500
81.462400
78.141600
75.215500
81.882300
86.021400
75.434700
72.579100
72.800100
78.567500
78.308000
73.114900
209.921100
71.825900
74.072800
74.691100
76.758300
73.806800
73.709000
70.911100
74.038200
73.548000
72.125800
73.275400
72.435300
72.966900
73.755300
208.239400
74.305700
72.003700
72.659500
74.195800
71.732600
80.517000
73.176200
79.027900
79.424400
89.798400
81.157800
72.691500
74.004100
74.070100
216.532700
71.155600
74.748400
74.414100
75.676600
78.254900
70.361100
81.349100
76.663500
75.448200
76.369800
74.743500
76.128200
76.961300
212.537800
75.198600
69.282300
74.638800
78.037900
76.367300
75.599500
78.250100
86.666300
83.587600
90.458100
87.243200
87.008500
88.509800
