latency_ms
258.929400
280.202900
256.958700
243.038300
392.724200
243.878600
292.771200
291.249900
417.044400
262.446900
247.193600
258.283700
283.019700
320.839600
433.789300
263.476800
236.539100
279.294200
274.144500
268.372500
246.187100
237.596400
244.142300
244.439900
382.650100
259.450300
263.557700
253.084900
247.143300
237.659500
264.230400
266.181100
260.523900
388.483000
239.017900
241.341300
251.892700
246.680100
272.681700
247.976500
258.931400
271.096600
248.651400
542.732400
463.234700
316.312700
303.069200
299.270300
430.260100
301.532600
297.189800
289.889900
454.685900
290.872700
285.632700
292.625900
294.215300
282.208200
295.488800
297.988100
292.298300
425.416600
299.527000
282.731800
315.401500
304.245600
297.072900
283.871000
287.878300
315.750400
435.157400
295.815900
306.918200
311.158200
353.003100
352.429900
301.235500
312.112000
292.745100
299.306200
429.118500
292.092200
296.050200
298.923200
299.708400
303.005800
296.224000
286.958300
292.813200
434.300600
295.445100
288.259600
291.300800
290.982300
292.189200
290.002800
289.906000
290.470400
302.436000
432.211400
