latency_ms
9.860600
13.247300
11.180500
11.365400
14.101800
12.122500
13.802100
13.600100
11.255600
13.184000
13.037800
12.821600
31.797000
10.059100
31.457700
9.925700
10.851900
31.006600
11.920600
11.879400
