extract_ms,ocr_ms,chunk_ms,embed_ms,index_ms,total_ms
11.474000,0.011600,0.100100,5718.799900,18.725200,5749.110800
17.960300,0.012000,0.164300,72.190900,18.300900,108.628400
11.471700,0.009000,0.096400,76.133200,18.107800,105.818100
12.412000,0.009900,0.102000,68.521100,18.007000,99.052000
18.002600,0.013100,0.174900,69.026000,17.652400,104.869000
