latency_ms
37.737100
31.036000
34.232000
30.656000
29.279800
29.226500
28.937500
28.224000
28.714500
28.453500
28.132200
141.093600
32.032600
29.084500
28.559500
28.917700
28.561400
29.188100
28.498100
28.470500
28.062900
26.355100
27.580500
26.907700
28.101500
145.442200
27.776600
27.733700
28.355600
27.927800
27.991300
28.615600
28.076600
27.773400
28.628000
29.161700
30.178700
28.648600
29.411600
28.891400
28.584400
159.256800
54.928100
55.105000
70.659800
55.790600
31.488100
29.527000
28.613900
28.584100
29.396500
29.840700
29.049900
27.982000
29.016100
140.719100
26.873700
27.182800
27.676700
27.088200
27.146800
26.652800
27.506400
28.014600
32.616400
30.680700
29.224900
29.658600
30.929800
29.057700
28.327900
28.664700
141.712600
26.814300
26.917300
26.573200
26.834500
26.975900
26.768300
30.439700
27.618000
27.922000
29.509600
30.231300
29.379300
261.330600
44.168000
34.857600
30.302500
29.364100
28.648200
29.409300
29.718500
31.357500
31.737300
27.277000
35.184200
33.339100
155.829500
27.985000
